id,work_title,episode_title,excerpt_fa,excerpt_en,question_fa,question_en,answer_fa,answer_en,summary_fa,summary_en,difficulty,type,source,tags
42,Shahnameh,اندر آفرینش عالم,گُهرها یِک اَندر دِگَر ساخته / زِ هَر گونه گَردن بَراَفراخته,"The gems were fashioned one within the other / Raised up in every kind of form",چهار عنصر چگونه جهان را شکل دادند؟,How did the four elements shape the world?,با ترکیب شدن با یکدیگر و به وجود آوردن شکل‌های گوناگون,By mixing with one another and creating various forms,فردوسی به فرآیند ترکیب عناصر و شکل‌گیری صور گوناگون هستی اشاره می‌کند.,Ferdowsi refers to the process of element mixing and the formation of various forms of existence.,Medium,Cosmological,Shahnameh by Ferdowsi,"Elements, Mixture, Formation"
43,Shahnameh,اندر آفرینش عالم,پَدید آمد این گُنبدِ تیز رو / شگفتی نمایندهٔ نو به‌ نو,"This swiftly moving dome appeared / Displaying new wonders constantly",ویژگی‌های آسمان از نظر فردوسی چیست؟,What are the characteristics of the sky according to Ferdowsi?,گنبدی است با حرکت تند که پیوسته شگفتی‌های تازه‌ای نشان می‌دهد,It is a dome with swift motion constantly displaying new wonders,فردوسی آسمان را گنبدی متحرک و منبع شگفتی‌های بی‌پایان توصیف می‌کند.,Ferdowsi describes the sky as a moving dome and a source of endless wonders.,Easy,Literal,Shahnameh by Ferdowsi,"Sky, Dome, Motion, Wonder"
44,Shahnameh,اندر آفرینش عالم,اَبَر دَه و دو هَفت شُد کَدخُدای / گرفتند هَر یِک سزاوار جای,"Above, the twelve and seven became masters / Each took their deserving place",فرمانروایان آسمان چه هستند و چه کردند؟,What are the rulers of the sky and what did they do?,دوازده برج و هفت سیاره که هر یک در جایگاه شایسته خود قرار گرفتند,The twelve constellations and seven planets each of which took its rightful place,فردوسی از استقرار دوازده برج فلکی و هفت سیاره در جایگاه‌های خود در آسمان حکایت می‌کند.,Ferdowsi tells of the placement of the twelve zodiac signs and seven planets in their positions in the sky.,Medium,Cosmological,Shahnameh by Ferdowsi,"Zodiac, Planets, Astronomy"
45,Shahnameh,اندر آفرینش عالم,دَرِ بَخشش و دادن آمد پَدید / ببخشید دانا چُنان چون سَزید,"The gate of bestowal and giving became manifest / The Wise One gave, as was fitting",چگونه جهان نظم و سامان یافت؟,How was order brought to the world?,با بخشش و دادن عادلانه خداوند که به هر چیزی جایگاه شایسته‌اش را اعطا کرد,Through the just bestowal and giving of God who granted everything its rightful place,فردوسی نظم جهان را نتیجه بخشش و عدالت خداوند در جایگاه‌بندی مخلوقات می‌داند.,Ferdowsi sees the order of the world as a result of God's generosity and justice in assigning places to creations.,Medium,Theological,Shahnameh by Ferdowsi,"God, Order, Justice, Creation"
46,Shahnameh,اندر آفرینش عالم,فلک‌ها یِک اَندر دِگَر بَسته شُد / بِجُنبید چون کار پیوسته شُد,"The spheres were bound one within the other / They moved as the work became connected",آسمان‌ها چگونه به حرکت درآمدند؟,How did the heavens begin to move?,با به هم پیوستن و ایجاد هماهنگی میان آنها,By connecting and establishing harmony among them,فردوسی به هم پیوستن فلک‌ها و آغاز حرکت هماهنگ آنها را توصیف می‌کند.,Ferdowsi describes the connection of the spheres and the beginning of their harmonious movement.,Medium,Cosmological,Shahnameh by Ferdowsi,"Spheres, Motion, Harmony, Astronomy"
47,Shahnameh,اندر آفرینش عالم,چو دریا و چون کوه و چون دَشت و راغ / زَمین شُد به کِردارِ روشَن چراغ,"Like the sea, and like the mountain and like the plain and meadow / The earth became like a bright lamp",زمین پس از آفرینش چگونه شد؟,What was the earth like after creation?,همچون چراغی روشن که دریاها، کوه‌ها، دشت‌ها و مراتع در آن پدیدار شدند,Like a bright lamp upon which seas mountains plains and meadows appeared,فردوسی زمین کامل شده را به چراغی روشن تشبیه می‌کند که انواع پدیده‌های طبیعی در آن وجود دارد.,Ferdowsi compares the completed earth to a bright lamp containing various natural phenomena.,Easy,Metaphorical,Shahnameh by Ferdowsi,"Earth, Lamp, Metaphor, Nature"
48,Shahnameh,اندر آفرینش عالم,بِبالید کوه آب‌ها بَر دَمید / سَرِ رُستَنی سوی بالا کشید,"The mountain swelled waters sprang forth / The head of vegetation stretched upward",نخستین نشانه‌های زندگی روی زمین چه بودند؟,What were the first signs of life on earth?,بلند شدن کوه‌ها، جاری شدن آب‌ها و رویش گیاهان,The rising of mountains the flowing of waters and the growth of plants,فردوسی ظهور کوه‌ها، آب‌ها و گیاهان را به عنوان نخستین مظاهر زندگی روی زمین برمی‌شمارد.,Ferdowsi lists the emergence of mountains waters and plants as the first manifestations of life on earth.,Easy,Literal,Shahnameh by Ferdowsi,"Life, Mountains, Water, Plants"
49,Shahnameh,اندر آفرینش عالم,زمین را بُلندی نَبُد جایگاه / یکی مَرکزی تیره بود و سیاه,"The earth had no place of height / It had a center that was dark and black",ویژگی زمین در آغاز آفرینش چه بود؟,What was the earth's characteristic at the beginning of creation?,فاقد بلندی و دارای مرکزی تیره و تاریک,It lacked height and had a dark black center,فردوسی وضعیت اولیه زمین را قبل از شکل‌گیری عوارض طبیعی توصیف می‌کند.,Ferdowsi describes the initial state of the earth before the formation of natural features.,Medium,Cosmological,Shahnameh by Ferdowsi,"Earth, Primordial, Darkness"
50,Shahnameh,اندر آفرینش عالم,ستاره بَر او بَرشِگِفتی نُمود / به خاک اَندرون روشنایی فُزود,"The stars displayed wonder upon it / They increased the light within the soil",ستارگان چه تأثیری بر زمین داشتند؟,What effect did the stars have on the earth?,شگفتی آفریدند و به درون خاک روشنایی بخشیدند,They created wonder and brought light to the soil within,فردوسی نقش ستارگان در روشن کردن و شگفت‌انگیز کردن زمین را بیان می‌کند.,Ferdowsi states the role of stars in illuminating and making the earth wondrous.,Easy,Literal,Shahnameh by Ferdowsi,"Stars, Light, Wonder, Earth"
51,Shahnameh,اندر آفرینش عالم,هَمی بَر شُد آتش فُرود آمد آب / هَمی گَشت گِردِ زمین آفتاب,"Fire rose up water came down / The sun constantly revolved around the earth",جایگاه نهایی آتش، آب و خورشید چگونه تعیین شد؟,How were the final places of fire water and the sun determined?,آتش بالا رفت، آب پایین آمد و خورشید به گرد زمین به چرخش درآمد,Fire ascended water descended and the sun began to revolve around the earth,فردوسی قرارگیری نهایی عناصر و اجرام سماوی در جایگاه‌های طبیعی خود را شرح می‌دهد.,Ferdowsi describes the final placement of elements and celestial bodies in their natural positions.,Medium,Cosmological,Shahnameh by Ferdowsi,"Fire, Water, Sun, Cosmology"
52,Shahnameh,اندر آفرینش عالم,گیا رُست با چَند گونه درخت / به زیر اَندر آمد سَران‌شان زِ بَخت,"Plants grew with several kinds of trees / Their tops came beneath by fortune",نخستین گیاهان و درختان چگونه رشد کردند؟,How did the first plants and trees grow?,گیاهان و انواع درختان روییدند و سرشاخه‌هایشان به زیر (زمین) رفت,Plants and various trees grew and their branches went underground (as roots),فردوسی به رویش نخستین گیاهان و تشکیل ریشه‌های آنها در زیر خاک اشاره می‌کند.,Ferdowsi refers to the growth of the first plants and the formation of their roots beneath the soil.,Easy,Literal,Shahnameh by Ferdowsi,"Plants, Trees, Growth, Roots"
53,Shahnameh,اندر آفرینش عالم,بِبالَد نَدارد جُز این نیرویی / نپویَد چو پویَندگان هَر سویی,"It grows it has no power but this / It does not move like movers in every direction",ویژگی ذاتی گیاهان چیست؟,What is the inherent characteristic of plants?,فقط قدرت رشد به سمت بالا را دارند و مانند جانوران به اطراف حرکت نمی‌کنند,They only have the power to grow upward and do not move around like animals,فردوسی ویژگی‌های متمایز گیاهان را در مقایسه با موجودات زنده دیگر برمی‌شمارد.,Ferdowsi lists the distinguishing features of plants compared to other living beings.,Easy,Literal,Shahnameh by Ferdowsi,"Plants, Growth, Immobility"
54,Shahnameh,اندر آفرینش عالم,و زان پَس چو جُنبَنده آمد پَدید / همه رُستَنی زیرِ خویش آورید,"And after that when the mover appeared / It brought all vegetation beneath itself",پس از گیاهان چه موجوداتی پدید آمدند و چه کردند؟,After plants what creatures appeared and what did they do?,حیوانات پدید آمدند و از گیاهان تغذیه کردند,Animals appeared and fed on plants,فردوسی به آفرینش حیوانات پس از گیاهان و وابستگی غذایی آنها به گیاهان اشاره می‌کند.,Ferdowsi refers to the creation of animals after plants and their dietary dependence on them.,Easy,Literal,Shahnameh by Ferdowsi,"Animals, Creation, Nutrition, Plants"
55,Shahnameh,اندر آفرینش عالم,خور و خواب و آرام جوید هَمی / و زان زندگی کام جوید هَمی,"It constantly seeks food sleep and rest / And from that it seeks the pleasure of life",هدف اصلی حیوانات از زندگی چیست؟,What is the primary goal of animals in life?,جستجوی خوراک، خواب، آرامش و لذت بردن از زندگی,Seeking food sleep rest and enjoying life,فردوسی غرایز و اهداف اصلی زندگی حیوانات را توصیف می‌کند.,Ferdowsi describes the instincts and primary goals of animal life.,Easy,Literal,Shahnameh by Ferdowsi,"Animals, Instinct, Life Goals"
